,ID,Price,Manufacturer,Model,Prod_year,Category,Mileage,Color
14231,45809389,12027,HONDA,FIT,2013,Hatchback,113000,White
14232,45768943,13328,AUDI,Q7,2017,Sedan,44642,Black
14233,45782280,15367,CHEVROLET,Cruze,2012,Sedan,61100,Red
14234,45040255,14021,FORD,Focus,2011,Hatchback,130000,Red
14236,40475067,14500,PORSCHE,Cayenne S,2004,Jeep,315430,Black
14237,45771867,1019,JEEP,Cherokee,2019,Sedan,24805,Silver
14238,45771076,9565,TOYOTA,RAV 4,2016,Jeep,60677,Grey
14239,45730463,27889,SSANGYONG,REXTON,2011,Jeep,138000,Silver
14241,45760639,21012,TOYOTA,Camry,2013,Sedan,77182,Grey
14242,45757589,2117,VOLKSWAGEN,GTI,2015,Hatchback,237930,White
14243,45733028,15053,HYUNDAI,Sonata,2015,Sedan,309174,Silver
14244,45809273,12548,HONDA,FIT,2015,Hatchback,98937,White
14245,45810430,27162,CHEVROLET,Orlando,2016,Jeep,118365,White
14246,45661008,784,BMW,X5,2013,Sedan,0,Black
14247,45757212,1333,VOLKSWAGEN,Passat,2013,Sedan,138355,Grey
14248,43660318,6500,VOLKSWAGEN,UP,2013,Hatchback,14300,White
14249,45801752,17484,HYUNDAI,Elantra,2011,Sedan,128147,White
14250,45802605,17923,HYUNDAI,Santa FE,2011,Jeep,172000,White
14252,45749602,31361,TOYOTA,Avalon,2014,Sedan,144000,Black
14253,45787341,42337,BMW,528,2014,Sedan,144000,White
14254,45744785,5802,DAEWOO,Lacetti,2009,Sedan,84818,Blue
14255,45804430,113025,LEXUS,NX 300,2016,Jeep,32040,White
14256,45776477,28000,TOYOTA,CHR,2018,Jeep,12987,Blue
14257,45640532,282,FORD,Fusion,2014,Sedan,0,Silver
14258,45816089,2587,HYUNDAI,Sonata,2012,Sedan,277614,White
14259,45772702,45473,TOYOTA,Hilux,2007,Jeep,212001,Silver
14261,45804557,21975,HYUNDAI,Tucson,2011,Jeep,193873,White
14262,45815064,2274,TOYOTA,Camry,2014,Sedan,53675,Silver
14263,45651780,470,HYUNDAI,Sonata,2011,Jeep,278989,Blue
14264,45134923,24148,SUBARU,Forester,2014,Jeep,55000,Black
14265,45809637,69807,HONDA,Civic,2018,Sedan,22237,Black
14266,45779499,8781,MERCEDES-BENZ,C 220,2000,Sedan,309000,Silver
14267,45794346,20385,MITSUBISHI,Outlander Sport,2011,Jeep,95000,Blue
14268,45766141,31047,MERCEDES-BENZ,E 350,2014,Sedan,132349,Grey
14269,45791372,18189,LINCOLN,Navigator,2006,Jeep,6000,White
14270,45767806,862,AUDI,Q7,2015,Jeep,264014,Black
14271,45809135,6743,JAGUAR,E-pace,2018,Jeep,10782,White
14272,45089533,19757,HYUNDAI,Elantra,2015,Sedan,57000,Black
14273,45786062,28000,BMW,520 d xDrive Luxury,2017,Sedan,48578,Sky blue
14274,45759415,1490,HYUNDAI,Sonata,2011,Sedan,202637,Black
14275,45803433,15681,HYUNDAI,Sonata,2016,Sedan,263886,Silver
14276,45816483,29166,HYUNDAI,Elantra,2017,Sedan,33100,Blue
14278,45797465,20698,HYUNDAI,Elantra,2017,Sedan,120000,Silver
14279,45800324,15053,HYUNDAI,Elantra,2014,Sedan,83000,Black
14280,45656038,706,TOYOTA,Prius,2010,Hatchback,73402,White
14281,45787280,21639,FORD,Fusion,2015,Sedan,174400,White
14282,45792851,39201,FORD,Mustang,2015,Coupe,80000,Black
14283,43933905,10036,HONDA,FIT,2013,Hatchback,101000,Silver
14284,44610682,20385,TOYOTA,Prius,2013,Sedan,105000,White
14285,45655982,706,TOYOTA,Prius,2013,Hatchback,105328,White
14286,45803703,53188,HYUNDAI,Tucson,2018,Jeep,17101,White
14287,45761983,26657,BMW,535,2014,Sedan,170000,Black
14288,45756992,8467,VAZ,2106,1999,Sedan,440000,Carnelian red
14289,45715283,10976,CHEVROLET,Cruze,2015,Sedan,76800,Black
14290,45645042,627,TOYOTA,Highlander,2009,Sedan,297378,Black
14291,45648476,7213,BMW,X5,2012,Jeep,274098,White
14292,45792319,25716,BMW,X5,2008,Jeep,160000,Beige
14293,45792445,31204,KIA,Optima,2016,Sedan,30574,White
14295,45776817,10976,FORD,Transit,2001,Microbus,230000,White
14297,45789367,31361,SUZUKI,Samurai,1982,Jeep,29500,Blue
14298,45812931,13485,OPEL,Astra H,2007,Goods wagon,260000,Silver
14299,45787418,6899,OPEL,Astra,1999,Hatchback,180000,Silver
14300,45802617,15053,VOLKSWAGEN,Jetta,2011,Sedan,188800,Blue
14301,45659999,5018,LEXUS,RX 450,2010,Jeep,167222,Black
14302,45810126,11992,CHEVROLET,Lacetti,2010,Sedan,147398,Grey
14303,45770941,12388,MERCEDES-BENZ,E 350,2010,Sedan,189530,Black
14304,45000518,22580,MAZDA,Mazda 6 Grand Touring,2013,Sedan,135000,Red
14305,45813958,549,MERCEDES-BENZ,C 300,2015,Sedan,54549,Blue
14306,45789646,7213,MERCEDES-BENZ,C 280,1999,Universal,248592,Silver
14307,45814938,5331,MERCEDES-BENZ,A 190,2002,Hatchback,123000,Black
14308,45651733,2666,MERCEDES-BENZ,ML 350,2011,Jeep,0,Black
14309,44935098,13485,TOYOTA,Prius,2009,Hatchback,167219,White
14310,45812081,21326,BMW,328,2009,Sedan,171000,Black
14311,45815969,4077,HYUNDAI,Sonata,2013,Sedan,104557,Grey
14312,45769999,56136,MERCEDES-BENZ,E 300,2017,Sedan,50963,Black
14313,45777056,9408,HONDA,FIT,2011,Hatchback,39333,Silver
14314,45792512,19444,KIA,Optima,2012,Sedan,67000,Blue
14315,45802264,26528,HYUNDAI,H1,2014,Minivan,183731,Silver
14316,45756734,12858,HONDA,FIT,2013,Hatchback,145000,White
14317,45694138,23521,BMW,730,2012,Sedan,140096,Black
14318,45758105,17562,LEXUS,GX 470,2014,Jeep,146218,Black
14319,45812800,2195,TOYOTA,Camry,2015,Sedan,106989,Black
14320,45793067,10976,BMW,M3,2006,Hatchback,136000,Silver
14322,45769627,5018,MERCEDES-BENZ,E 350,2009,Sedan,109139,Black
14323,45804620,39226,HYUNDAI,Tucson,2017,Jeep,133808,Silver
14324,45803003,33908,HYUNDAI,Santa FE,2014,Jeep,175126,Grey
14325,45757320,15681,LEXUS,GX 460,2010,Jeep,275240,Silver
14326,43410363,12231,TOYOTA,Prius,2009,Sedan,138942,Red
14327,45773780,627,MERCEDES-BENZ,E 350,2012,Sedan,318285,Black
14328,45670583,13172,VOLKSWAGEN,Golf,2013,Sedan,103000,Black
14329,45802936,42052,HYUNDAI,Santa FE,2016,Jeep,113588,Blue
14330,45779462,10976,CHEVROLET,Cruze,2011,Sedan,131200,Red
14331,45760412,26657,MERCEDES-BENZ,CLS 500,2005,Sedan,205000,Silver
14332,45803593,9722,HYUNDAI,Sonata,2015,Sedan,684618,Orange
14333,45804520,22063,HYUNDAI,Tucson,2010,Jeep,167512,Grey
14334,45773271,784,CHEVROLET,Volt,2017,Hatchback,81440,Black
14335,45802770,33214,HYUNDAI,Santa FE,2013,Jeep,79730,White
14336,45809668,7997,FORD,Mustang,2018,Jeep,39576,Black
14338,45647796,220,BMW,X5,2012,Jeep,273962,White
14339,45803398,9252,HYUNDAI,Sonata,2015,Sedan,498170,Orange
14340,45774321,5175,NISSAN,Altima,2018,Sedan,147947,Grey
14341,45781673,2000,VOLKSWAGEN,Golf,1986,Coupe,0,Green
14342,45638927,2822,NISSAN,Juke,2015,Jeep,103498,Black
14343,45696132,75266,LEXUS,NX 200,2017,Jeep,24000,Black
14344,45794623,5331,OPEL,Vectra 1.6,1998,Goods wagon,247000,Green
14346,45286331,66799,TOYOTA,Highlander LIMITED,2014,Jeep,130000,Carnelian red
14347,45619492,23700,BMW,528,2013,Sedan,71011,White
14348,45652046,941,LEXUS,RX 400,2008,Jeep,364523,Black
14349,45770866,17249,HYUNDAI,Elantra,2015,Sedan,104978,Black
14350,45811164,2038,TOYOTA,Prius,2015,Hatchback,49562,Orange
14351,45757724,706,LEXUS,CT 200h,2011,Hatchback,116869,Black
14352,45804020,18189,LEXUS,ES 300,2015,Hatchback,0,Black
14353,45733353,9722,HYUNDAI,Sonata,2015,Sedan,536315,Orange
14354,45759581,13015,CHEVROLET,Trax,2015,Jeep,90000,White
14355,45813750,13485,MAZDA,Mazda 2,2009,Coupe,161000,Grey
14356,45764908,73071,LEXUS,GX 460,2015,Jeep,188078,Black
14357,45804812,15053,INFINITI,FX35,2003,Jeep,140000,Silver
14358,45804273,18760,JEEP,Compass,2010,Jeep,116000,Silver
14359,45803268,6837,HYUNDAI,Sonata,2016,Sedan,518650,Orange
14360,45812120,21639,MERCEDES-BENZ,C 300,2008,Sedan,110000,Black
14361,45803179,8467,HYUNDAI,Sonata,2014,Sedan,587027,Orange
14362,45456054,13485,MERCEDES-BENZ,Vito,2002,Minivan,280000,Black
14363,45768148,470,TOYOTA,Highlander,2008,Jeep,182024,Black
14364,45808457,6743,FORD,Mustang,2017,Sedan,61653,Black
14365,45113743,18189,HYUNDAI,Elantra limited,2012,Sedan,48000,Black
14366,45816645,3400,OPEL,Vectra,1991,Sedan,362000,Grey
14367,45793312,23834,AUDI,Q5,2010,Jeep,280000,White
14368,44116362,24618,HONDA,Hr-v EXL,2015,Jeep,64269,Grey
14369,45813809,3293,BMW,X5,2015,Jeep,196614,Black
14370,45585647,37633,MERCEDES-BENZ,GL 450,2011,Jeep,88000,Black
14371,45809333,1098,AUDI,A6,2011,Sedan,0,Silver
14372,45760742,2509,MERCEDES-BENZ,GLA 250,2017,Jeep,44477,Blue
14373,45812690,6899,HONDA,Civic,2011,Sedan,106000,Black
14374,45802614,34980,HYUNDAI,Santa FE,2015,Jeep,143269,Blue
14375,45803578,8781,HYUNDAI,Sonata,2014,Sedan,686233,Orange
14376,45576657,8467,DODGE,Caliber,2010,Hatchback,145600,Black
14378,45755015,8781,TOYOTA,Prius,2015,Hatchback,67074,White
14380,45287693,40456,KIA,Optima,2018,Sedan,18000,White
14381,45618031,14583,MERCEDES-BENZ,E 350,2011,Sedan,230696,Black
14383,45647766,392,TOYOTA,Camry,2012,Sedan,314373,Grey
14384,45816092,2901,HYUNDAI,Santa FE,2017,Jeep,87954,Silver
14385,45757493,2274,FORD,Escape,2011,Jeep,168966,White
14386,45804249,44545,HYUNDAI,Tucson,2016,Jeep,86000,White
14387,45732945,11604,HYUNDAI,Sonata,2014,Sedan,401021,Silver
14388,45760433,21012,AUDI,A4,2013,Sedan,157584,Black
14390,45018377,22266,TOYOTA,Prius,2013,Hatchback,142300,Silver
14391,45804135,45210,HYUNDAI,Tucson,2017,Jeep,63433,Silver
14392,45760814,32302,BMW,328,2012,Sedan,112000,Black
14393,45804334,29075,JEEP,Compass,2014,Jeep,126627,Brown
14394,45764428,784,FORD,Escape,2012,Jeep,95349,Blue
14395,45750680,784,BMW,328,2013,Sedan,189259,Black
14396,45700457,12701,KIA,Picanto,2017,Sedan,78000,Silver
14397,45815899,3607,HYUNDAI,Elantra,2013,Sedan,156326,Grey
14399,45515025,30734,MERCEDES-BENZ,ML 320,2009,Jeep,157000,Silver
14400,45806559,250,TOYOTA,Prius,2010,Hatchback,128000,White
14401,45655972,8154,LEXUS,RX 400,2008,Jeep,224629,Silver
14402,45776010,5645,MERCEDES-BENZ,C 200,1995,Sedan,250000,Blue
14403,45806483,9879,MERCEDES-BENZ,ML 350,2014,Jeep,179054,White
14404,45786805,11604,HONDA,FIT,2012,Hatchback,76000,White
14405,45784672,8781,FORD,Transit,1997,Microbus,200000,Grey
14406,45809808,48566,TOYOTA,Aqua,2018,Hatchback,14570,Black
14407,45782198,19444,HYUNDAI,Veloster,2015,Hatchback,116800,Black
14408,45730518,20171,SSANGYONG,REXTON,2011,Jeep,221319,Grey
14409,44570331,20385,TOYOTA,Camry XLE,2013,Sedan,123932,Grey
14410,45740609,13799,TOYOTA,Prius,2009,Hatchback,200000,Grey
14411,45803536,9722,HYUNDAI,Sonata,2015,Sedan,413499,Orange
14412,45566334,2430,NISSAN,Juke,2013,Jeep,129128,White
14413,45812767,2509,TOYOTA,Camry,2015,Sedan,111936,White
14414,45508836,13172,TOYOTA,Prius,2008,Hatchback,93000,Silver
14415,45771169,21953,TOYOTA,Camry,2012,Sedan,123546,Silver
14416,45787215,24148,NISSAN,Juke,2014,Jeep,77000,White
14417,45459604,4500,VOLKSWAGEN,Golf,2000,Universal,245000,Green
14418,45787265,14113,HONDA,Insight,2011,Hatchback,140000,Blue
14419,45696568,14897,VOLKSWAGEN,Jetta se,2014,Sedan,60000,Silver
14420,45795876,17249,VOLKSWAGEN,Jetta,2013,Sedan,207768,Silver
14421,45733180,19416,HYUNDAI,Sonata,2011,Sedan,151727,Black
14422,45617735,392,TOYOTA,Camry,2012,Sedan,314373,Grey
14423,44183054,21012,MINI,Cooper,2014,Universal,88000,Red
14424,45814613,7527,FORD,Focus,2013,Hatchback,179200,Silver
14425,45787173,17405,TOYOTA,Prius,2010,Hatchback,200000,Black
14426,45764814,2352,HONDA,FIT,2012,Sedan,167158,Grey
14427,45725409,22947,SSANGYONG,Actyon,2010,Jeep,68493,Black
14428,45444264,84675,AUDI,Allroad Allroad,2013,Universal,135000,Brown
14429,45764557,9722,TOYOTA,Aqua,2012,Hatchback,135000,Silver
14430,45416131,17876,HYUNDAI,Elantra,2014,Sedan,61579,Grey
14431,45797939,10349,TOYOTA,Prius,2013,Sedan,149000,Black
14432,45758119,862,LEXUS,GX 470,2008,Jeep,263190,White
14433,45660545,13328,LEXUS,RX 450,2010,Jeep,186005,Silver
14434,45524725,549,TOYOTA,CHR,2019,Jeep,39221,Grey
14435,45764212,53000,FORD,Mustang,2015,Cabriolet,63000,Red
14436,42879924,13000,JAGUAR,XF,2008,Sedan,1000,Black
14437,45797681,19707,HYUNDAI,Elantra,2011,Sedan,76462,Grey
14438,45773759,13485,HONDA,Elysion,2006,Minivan,100000,Black
14439,45803503,11604,HYUNDAI,Sonata,2014,Sedan,346470,Silver
14440,45618050,7997,MERCEDES-BENZ,E 350,2011,Sedan,273186,White
14441,45766864,2901,DODGE,Avenger,2011,Sedan,174518,Silver
14442,45802776,37580,HYUNDAI,Santa FE,2016,Jeep,45156,Black
14443,45799911,8781,MERCEDES-BENZ,E 220,2001,Sedan,295000,Silver
14444,45790952,20385,MERCEDES-BENZ,220,2004,Minivan,320070,Blue
14445,45771430,13799,FORD,C-MAX,2014,Hatchback,0,White
14446,45770232,3607,NISSAN,Juke,2015,Jeep,103358,Blue
14447,45774618,10349,SUBARU,Forester,2002,Universal,192000,White
14448,45798332,5959,HYUNDAI,Elantra,2007,Sedan,48606,Black
14449,45814954,10349,NISSAN,X-Trail,2004,Jeep,125000,Silver
14450,45803605,16411,HYUNDAI,Sonata,2010,Sedan,201546,Grey
14451,45796647,13485,TOYOTA,Aqua sport,2012,Hatchback,134000,Silver
14452,44989563,3763,OPEL,Vectra,1995,Hatchback,245000,Green
14453,45772149,4234,HYUNDAI,Sonata,2012,Sedan,208627,Black
14454,45809323,20341,HONDA,FIT,2013,Hatchback,92300,White
14455,45764477,29793,MERCEDES-BENZ,E 350,2014,Sedan,219030,Black
14457,45749313,15053,VOLKSWAGEN,Tiguan,2016,Jeep,69012,Blue
14458,45776726,3800,OPEL,Vectra b,1997,Sedan,0,Green
14459,45770494,21953,HYUNDAI,Sonata,2012,Sedan,47000,Grey
14460,45799442,8781,NISSAN,Almera dci,2004,Hatchback,165000,Silver
14461,45772091,16308,MERCEDES-BENZ,E 350,2005,Sedan,111520,Grey
14462,45766495,784,SUBARU,XV,2014,Jeep,64923,Orange
14463,45803111,7683,HYUNDAI,Sonata,2013,Sedan,21500,Silver
14464,45759056,17405,KIA,Cerato,2017,Sedan,28888,White
14465,45681851,17562,FORD,Fusion,2013,Sedan,130000,Blue
14466,45533216,15681,FORD,Focus,2014,Hatchback,160000,Blue
14467,45807906,45473,HYUNDAI,Tucson,2017,Jeep,11000,Black
14468,45730451,42544,SSANGYONG,Actyon,2016,Jeep,83804,Blue
14470,45794092,9722,MITSUBISHI,Pajero IO,2001,Jeep,25000,Black
14471,45658673,627,LEXUS,GX 460,2013,Sedan,243467,White
14472,45763175,251,HONDA,Insight,2011,Hatchback,216858,Grey
14474,45804530,22063,HYUNDAI,Tucson,2010,Jeep,167512,Grey
14475,45766721,23207,TOYOTA,Camry,2019,Sedan,30504,Silver
14476,41505994,29166,SUBARU,Impreza Sport,2018,Hatchback,42000,Red
14477,45642562,18189,TOYOTA,RAV 4,2006,Jeep,198000,Black
14478,45768413,27284,TOYOTA,Avalon,2013,Sedan,99520,Grey
14479,45797604,18679,HYUNDAI,Elantra,2013,Sedan,130000,White
14480,45725338,16894,SSANGYONG,Actyon,2011,Jeep,130630,Silver
14481,45782480,14113,FORD,Transit,2000,Microbus,1000,White
14482,45688750,10976,TOYOTA,Prius,2008,Sedan,219200,White
14483,45784801,7213,VOLKSWAGEN,Golf,1988,Hatchback,154000,Red
14484,45810889,12231,CHEVROLET,Camaro,2017,Coupe,73842,Red
14485,45788407,10976,NISSAN,X-Terra,2003,Jeep,0,Silver
14486,45765646,6586,TOYOTA,Tacoma,2014,Sedan,0,Silver
14487,44077675,9095,FIAT,500,2007,Coupe,150000,Beige
14488,45769784,392,MERCEDES-BENZ,E 300,2017,Sedan,1600,Black
14489,39689487,23521,DODGE,Challenger,2013,Coupe,156192,Blue
14490,45798128,12849,HYUNDAI,Elantra,2010,Sedan,113861,Silver
14491,45765362,31047,TOYOTA,Tacoma,2019,Sedan,17542,Silver
14493,45808879,11604,KIA,Ceed,2008,Goods wagon,78000,Grey
14494,45797178,19068,HYUNDAI,Elantra,2012,Sedan,189853,White
14495,45644947,29479,TOYOTA,Highlander,2012,Jeep,205250,Silver
14496,45646566,4704,AUDI,A7,2014,Hatchback,401128,Grey
14497,45794130,5331,MERCEDES-BENZ,C 180,1996,Sedan,250000,Blue
14498,45814992,251,TOYOTA,Prius,2016,Hatchback,296104,Black
14499,44938707,7000,MERCEDES-BENZ,E 280,1994,Sedan,271000,Black
14500,45729794,26657,SSANGYONG,Korando,2013,Jeep,90000,Black
14501,45808968,8674,DAEWOO,Lacetti,2010,Sedan,140000,Grey
14502,45813200,1098,VOLKSWAGEN,Tiguan,2014,Jeep,58899,Red
14503,45760434,15681,TOYOTA,Prius,2013,Hatchback,140000,White
14504,45770600,7213,NISSAN,Micra,2006,Sedan,200000,Grey
14505,45658742,7997,LEXUS,RX 450,2008,Jeep,244731,Black
14506,45700999,31361,MERCEDES-BENZ,E 350,2011,Sedan,102000,Silver
14507,45349149,10976,FORD,Transit,2001,Microbus,171200,White
14509,45715219,14426,TOYOTA,Prius,2008,Sedan,200211,White
14510,45809233,19823,TOYOTA,Aqua,2012,Hatchback,91000,Yellow
14511,45787453,12544,FORD,Transit Connect,2012,Goods wagon,203100,White
14512,45769560,19130,TOYOTA,Tacoma,2013,Sedan,57554,Silver
14513,45782058,38574,MERCEDES-BENZ,Vito,2012,Minivan,187000,White
14514,45778143,5018,VOLKSWAGEN,Passat,2003,Sedan,0,Black
14515,45803437,15681,HYUNDAI,Sonata,2016,Sedan,246839,Silver
14516,45781415,2666,OPEL,Omega b,1997,Sedan,200000,Silver
14517,45792463,5488,KIA,Optima,2013,Sedan,393943,Silver
14518,45806948,5018,PORSCHE,Cayenne,2013,Jeep,140632,Black
14520,45756653,22580,TOYOTA,Camry,2013,Sedan,98000,Black
14521,45813510,4861,BMW,X6,2012,Jeep,123622,Silver
14523,45095554,94083,PORSCHE,911,2005,Coupe,61000,White
14524,44045326,8000,MAZDA,Demio,2013,Hatchback,129000,Grey
14525,45638727,2822,NISSAN,Juke,2015,Jeep,103498,Black
14526,45792467,15053,TOYOTA,Prius,2010,Hatchback,160000,White
14527,45752386,22580,MITSUBISHI,Outlander,2012,Jeep,106000,Blue
14528,45768822,1019,HYUNDAI,Elantra,2017,Sedan,25635,Black
14529,44794465,10506,TOYOTA,Aqua,2013,Sedan,92000,Silver
14530,45811296,3763,TOYOTA,RAV 4,2017,Jeep,63618,Blue
14531,45793487,9252,CHEVROLET,Captiva,2008,Jeep,57438,Silver
14532,45646673,19444,BMW,X4,2015,Jeep,96360,White
14533,45793192,9405,CHEVROLET,Orlando,2012,Jeep,38235,Silver
14534,45793047,14113,CHEVROLET,Malibu,2014,Sedan,31115,Black
14535,45802668,11917,VOLKSWAGEN,Jetta,2005,Sedan,0,Silver
14536,45803115,9879,HYUNDAI,Sonata,2015,Sedan,48000,Silver
14537,45803341,15681,HYUNDAI,Sonata,2016,Sedan,219432,Silver
14538,45725820,11807,SSANGYONG,Actyon,2010,Sedan,233503,Silver
14539,45801745,17942,HYUNDAI,Elantra,2011,Sedan,141881,White
14541,45776798,40456,MERCEDES-BENZ,Vito,2012,Microbus,130000,White
14542,45730026,27356,SSANGYONG,REXTON,2011,Jeep,121168,White
14543,45795526,14113,TOYOTA,Aqua,2012,Sedan,102000,Silver
14544,45728340,3058,TOYOTA,Prius,2015,Hatchback,123498,Black
14545,45529910,21012,TOYOTA,Prius,2014,Hatchback,112000,White
14546,45768554,862,LEXUS,GX 470,2008,Jeep,263190,White
14548,45791296,13000,VOLKSWAGEN,Touareg,2004,Jeep,1000,Silver
14549,45807107,470,MERCEDES-BENZ,GLE 350,2017,Jeep,25275,White
14550,44917850,14113,HONDA,Insight,2010,Hatchback,113000,Black
14551,45727030,18208,SSANGYONG,Korando,2012,Jeep,251018,White
14552,45792137,706,ACURA,TSX,2010,Sedan,227576,Grey
14553,44242934,21953,HYUNDAI,Veloster,2013,Sedan,92800,Grey
14554,45810291,22825,CHEVROLET,Malibu,2015,Sedan,110000,Silver
14555,45781417,5959,VOLKSWAGEN,Bora,2000,Sedan,0,Silver
14556,45758507,15053,HYUNDAI,Elantra,2013,Hatchback,206400,Black
14557,45810050,48914,CHEVROLET,Impala,2016,Sedan,48400,Silver
14558,45788589,31361,FORD,Mustang,2014,Coupe,128000,Silver
14559,45729951,23239,SSANGYONG,REXTON,2011,Jeep,159000,Silver
14560,45321149,14583,TOYOTA,Ist,2009,Hatchback,98000,Blue
14561,45706554,25716,MERCEDES-BENZ,Sprinter,1998,Microbus,290000,White
14562,45646623,314,AUDI,Q5,2011,Jeep,287021,Black
14563,45804607,58579,HYUNDAI,Tucson,2018,Jeep,24998,Grey
14564,45760787,19757,BMW,X5,2003,Jeep,270000,Black
14567,45799887,26657,TOYOTA,Camry,2013,Sedan,292800,White
14568,45764349,14113,CHEVROLET,Cruze,2012,Sedan,96287,Black
14569,45764836,5959,NISSAN,Skyline,2003,Sedan,165000,Blue
14570,45781631,15053,MERCEDES-BENZ,S 430,2003,Sedan,240000,Carnelian red
14571,45793229,11604,CHEVROLET,Orlando,2013,Jeep,51245,Black
14572,45798756,20071,TOYOTA,Camry,2008,Sedan,19000,White
14573,45647643,5018,TOYOTA,Camry,2013,Sedan,190549,Black
14574,45788489,15524,MERCEDES-BENZ,ML 350,2004,Jeep,170333,Silver
14575,45804111,28830,HYUNDAI,Tucson,2011,Jeep,131900,White
14576,45815412,5018,TOYOTA,Camry,2012,Sedan,141550,Blue
14577,45647822,784,BMW,X5,2013,Sedan,0,Black
14578,45785551,5959,HONDA,Inspire,2003,Sedan,199000,Black
14579,45805583,10036,MERCEDES-BENZ,C 200,2001,Sedan,205000,Blue
14580,45786440,11290,HONDA,FIT,2010,Hatchback,113581,White
14581,45794115,12231,MERCEDES-BENZ,Sprinter,2002,Microbus,290000,White
14582,45792546,11604,TOYOTA,Prius,2007,Hatchback,160000,Carnelian red
14583,45803595,10349,HYUNDAI,Sonata,2014,Sedan,509460,Silver
14584,45766775,16308,HYUNDAI,Veloster,2013,Hatchback,140160,Silver
14585,45727011,17484,SSANGYONG,Korando,2011,Jeep,201494,Silver
14586,45759931,14426,JEEP,Liberty,2008,Jeep,185600,Black
14587,45816130,862,HYUNDAI,Elantra,2016,Sedan,113365,Black
14588,45802801,20764,HYUNDAI,Santa FE,2010,Jeep,160118,Black
14589,45803582,13799,HYUNDAI,Sonata,2017,Sedan,470507,Orange
14590,45641167,14426,NISSAN,Juke,2013,Jeep,110531,Red
14591,44874475,23207,FORD,Fusion hybrid,2014,Sedan,107200,Silver
14592,45809651,58172,HONDA,Civic,2017,Sedan,36340,Grey
14593,45815327,13485,TOYOTA,RAV 4,2013,Jeep,155672,Grey
14594,45766527,31047,MERCEDES-BENZ,E 350,2014,Sedan,132349,Grey
14596,45759646,2038,SUBARU,Forester,2016,Jeep,68011,Black
14598,45770336,1646,MERCEDES-BENZ,E 350,2010,Sedan,205968,White
14600,45765342,627,TOYOTA,Tacoma,2012,Sedan,394069,Black
14601,45764629,26971,TOYOTA,Tacoma,2019,Sedan,18555,Black
14602,45778710,3136,VOLKSWAGEN,Jetta,1990,Sedan,500,Blue
14603,45706018,30734,BMW,335,2009,Cabriolet,59700,Black
14604,45723632,9565,SUBARU,Forester,2005,Jeep,230000,White
14605,45769459,470,HYUNDAI,Tucson,2015,Jeep,106442,White
14606,45635122,1411,VOLKSWAGEN,Jetta,2013,Sedan,23184,White
14607,45806572,17249,MERCEDES-BENZ,Vito 111,2008,Goods wagon,197000,Blue
14608,45648996,392,TOYOTA,Camry,2012,Sedan,314373,Grey
14609,45803641,12231,HYUNDAI,Tucson,2010,Jeep,63383,Black
14610,44063707,13500,LEXUS,CT 200h,2014,Universal,60000,White
14611,45780119,16465,TOYOTA,Camry,2012,Sedan,171107,Silver
14612,45648498,29479,TOYOTA,Highlander,2012,Jeep,205250,Silver
14613,45393129,14113,HYUNDAI,Sonata,2013,Sedan,128000,Carnelian red
14614,45814758,10036,MITSUBISHI,Pajero,2000,Jeep,223000,White
14615,45758651,27284,TOYOTA,Camry sport,2013,Sedan,116800,Grey
14617,45625149,5488,TOYOTA,Camry,2014,Sedan,109798,White
14618,45808594,4704,VAZ,2105,2008,Sedan,83294,White
14619,45779591,15524,FORD,Escape,2014,Jeep,0,White
14620,45793421,8123,CHEVROLET,Captiva,2008,Jeep,62558,Silver
14621,45770117,9408,MERCEDES-BENZ,C 250 AMG,2013,Coupe,47000,Black
14622,45770513,15000,MITSUBISHI,Pajero IO,2003,Jeep,180000,Silver
14623,45770717,15053,BMW,328,2006,Sedan,226000,Black
14624,45621690,8154,BMW,X5,2012,Jeep,103458,White
14625,45403183,6272,MERCEDES-BENZ,C 180,1997,Sedan,250000,Blue
14626,45642778,392,TOYOTA,Camry,2012,Sedan,314373,Grey
14627,45760712,6272,TOYOTA,Prius,2015,Hatchback,96549,Black
14628,45763385,3293,CHEVROLET,Volt,2011,Hatchback,288778,Black
14629,45775659,11290,OPEL,Corsa,2008,Hatchback,107000,Black
14630,45814946,75266,TOYOTA,Camry,2018,Sedan,11000,Red
14631,45766260,7840,OPEL,Combo,2003,Goods wagon,242000,Black
14632,45797339,470,HONDA,Civic,2017,Sedan,0,White
14633,45801527,12980,HYUNDAI,Elantra,2011,Sedan,150000,Black
14634,45669938,33556,HYUNDAI,Sonata,2015,Sedan,55000,Sky blue
14635,45769460,3763,HYUNDAI,Tucson,2013,Jeep,53717,Silver
14636,45804910,48998,HYUNDAI,Tucson,2017,Jeep,30008,Silver
14638,45780530,19130,FORD,Escape,2009,Jeep,230000,Sky blue
14639,45789973,6241,KIA,Sportage,2008,Jeep,273421,Silver
14640,45760134,2038,HONDA,FIT,2012,Sedan,167158,Grey
14641,45741892,17562,SUBARU,Outback,2012,Jeep,118000,Black
14643,45797384,28357,HYUNDAI,H1,2014,Minivan,151780,Silver
14644,45813704,549,JAGUAR,Daimler,2017,Jeep,81270,White
14645,45396672,67000,AUDI,A7,2014,Sedan,50000,Black
14646,45766236,1490,NISSAN,Altima,2015,Sedan,124403,White
14647,45771462,46728,LEXUS,GX 460,2010,Jeep,260771,Black
